Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
Argosy University-Twin Cities,1515 Central Parkway,Eagan,MN,55121,Dakota County,44.837284,-93.173871,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Mesabi Range College,1001 Chestnut Street West,Virginia,MN,55792,St. Louis County,47.524554,-92.549088,"Duluth, MN-WI",,,,,,,,
Metropolitan State University,700 East Seventh Street,Saint Paul,MN,55106-5000,Ramsey County,44.957017,-93.074153,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
University of Minnesota-Twin Cities,100 Church Street SE,Minneapolis,MN,55455-0213,Hennepin County,44.977886,-93.235352,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
University of Minnesota-Crookston,2900 University Ave,Crookston,MN,56716-5001,Polk County,47.802021,-96.609863,"Grand Forks, ND-MN",,,,,,,,
Minneapolis Business College,1711 W County Rd B,Roseville,MN,55113-0000,Ramsey County,45.005272,-93.173351,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Minneapolis College of Art and Design,2501 Stevens Ave,Minneapolis,MN,55404,Hennepin County,44.956988,-93.274694,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Minneapolis Community and Technical College,1501 Hennepin Ave,Minneapolis,MN,55403-1779,Hennepin County,44.972672,-93.284489,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Herzing University-Minneapolis,5700 W Broadway,Minneapolis,MN,55428-3548,Hennepin County,45.056273,-93.366498,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Minnesota School of Cosmetology-Woodbury Campus,1750 WEIR DRIVE,WOODBURY,MN,55125,Washington County,44.92512,-92.973902,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Crossroads College,920 Mayowood Road SW,Rochester,MN,55902-2382,Olmsted County,43.997064,-92.476297,"Rochester, MN",,,,,,,,
University of Minnesota-Duluth,515 Darland Administration Bldg,Duluth,MN,55812,St. Louis County,46.818896,-92.085177,"Duluth, MN-WI",,,,,,,,
University of Minnesota-Morris,309 Behmler Hall,Morris,MN,56267,Stevens County,45.589829,-95.901756,N,,,,,,,,
Minnesota School of Business-Richfield,1401 W 76 St,Richfield,MN,55423,Hennepin County,44.865436,-93.297366,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Model College of Hair Design,201 Eighth Ave S,Saint Cloud,MN,56301-4332,Stearns County,45.558469,-94.159214,"St. Cloud, MN",,,,,,,,
Minnesota State University Moorhead,1104 Seventh Avenue South,Moorhead,MN,56563,Clay County,46.866482,-96.763376,"Fargo, ND-MN",,,,,,,,
North Hennepin Community College,7411 85th Ave N,Brooklyn Park,MN,55445,Hennepin County,45.107408,-93.373662,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
National American University-Roseville,1550 West Highway 36,Roseville,MN,55113-4035,Ramsey County,45.009683,-93.170514,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Sanford-Brown College-Mendota Heights,1345 Mendota Heights Road,Mendota Heights,MN,55120,Dakota County,44.86523,-93.163291,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Normandale Community College,9700 France Ave S,Bloomington,MN,55431-4399,Hennepin County,44.829706,-93.331677,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
North Central University,910 Elliot Ave,Minneapolis,MN,55404-1391,Hennepin County,44.969389,-93.261429,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Northland Community and Technical College,1101 Hwy One East,Thief River Falls,MN,56701,Pennington County,48.124955,-96.162362,N,,,,,,,,
University of Northwestern-St Paul,3003 Snelling Ave N,Saint Paul,MN,55113-1598,Ramsey County,45.032969,-93.171579,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Northwestern Health Sciences University,2501 W 84th St,Bloomington,MN,55431,Hennepin County,44.85097,-93.311218,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Oak Hills Christian College,1600 Oak Hills Rd SW,Bemidji,MN,56601-8834,Beltrami County,47.425836,-94.901701,"Bemidji, MN",,,,,,,,
Regency Beauty Institute-Burnsville,14350 Buck Hill Road,Burnsville,MN,55306,Dakota County,44.744157,-93.28904,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Pine Technical & Community College,900 4th St SE,Pine City,MN,55063,Pine County,45.808775,-92.968456,N,,,,,,,,
Rainy River Community College,1501 Hwy 71,International Falls,MN,56649,Koochiching County,48.594255,-93.426666,N,,,,,,,,
Rochester Community and Technical College,851 30th Ave SE,Rochester,MN,55904-4999,Olmsted County,44.016177,-92.423528,"Rochester, MN",,,,,,,,
College of Saint Benedict,37 S. College Ave.,Saint Joseph,MN,56374,Stearns County,45.558609,-94.31902,"St. Cloud, MN",,,,,,,,
St Cloud Technical and Community College,1540 Northway Drive,Saint Cloud,MN,56303-1240,Stearns County,45.580341,-94.176938,"St. Cloud, MN",,,,,,,,
Regency Beauty Institute-St Cloud,110 2nd Street South,Waite Park,MN,56387,Stearns County,45.548631,-94.216276,"St. Cloud, MN",,,,,,,,
Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,MN,56301-4498,Stearns County,45.552418,-94.153,"St. Cloud, MN",,,,,,,,
Saint Johns University,2850 Abbey Plaza,Collegeville,MN,56321,Stearns County,45.580538,-94.39268,"St. Cloud, MN",,,,,,,,
Saint Mary's University of Minnesota,700 Terrace Heights,Winona,MN,55987-1399,Winona County,44.045322,-91.696652,"Winona, MN",,,,,,,,
St Olaf College,1520 St Olaf Ave,Northfield,MN,55057-1098,Rice County,44.462884,-93.183633,"Faribault-Northfield, MN",,,,,,,,
Crown College,8700 College View Drive,Saint Bonifacius,MN,55375-9001,Carver County,44.885372,-93.743015,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
The College of Saint Scholastica,1200 Kenwood Ave,Duluth,MN,55811-4199,St. Louis County,46.81544,-92.105738,"Duluth, MN-WI",,,,,,,,
University of St Thomas,2115 Summit Ave,Saint Paul,MN,55105-1078,Ramsey County,44.941662,-93.189422,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Empire Beauty School-Bloomington,9749 Lyndale Ave S,Bloomington,MN,55420-4232,Hennepin County,44.82746,-93.287367,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
St Catherine University,2004 Randolph Ave,Saint Paul,MN,55105,Ramsey County,44.924542,-93.181925,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Rasmussen College-Minnesota,226 Park Avenue South,St. Cloud,MN,56301-3713,Stearns County,45.556553,-94.209068,"St. Cloud, MN",,,,,,,,
Saint Paul College,235 Marshall Ave,Saint Paul,MN,55102-9808,Ramsey County,44.9492,-93.109664,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Southwest Minnesota State University,1501 State St,Marshall,MN,56258-5468,Lyon County,44.455023,-95.75983,"Marshall, MN",,,,,,,,
Summit Academy Opportunities Industrialization Center,935 Olson Memorial Hwy,Minneapolis,MN,55405,Hennepin County,44.983265,-93.295151,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
United Theological Seminary of the Twin Cities,3000 Fifth St NW,New Brighton,MN,55112-2598,Ramsey County,45.057139,-93.224977,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Vermilion Community College,1900 East Camp Street,Ely,MN,55731,St. Louis County,47.905213,-91.837938,"Duluth, MN-WI",,,,,,,,
Dunwoody College of Technology,818 Dunwoody Blvd,Minneapolis,MN,55403-1192,Hennepin County,44.973081,-93.290069,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Ridgewater College,2101 15th Ave NW,Willmar,MN,56201,Kandiyohi County,45.13832,-95.073054,"Willmar, MN",,,,,,,,
Minnesota State College-Southeast Technical,1250 Homer Rd,Winona,MN,55987,Winona County,44.024554,-91.618314,"Winona, MN",,,,,,,,
Winona State University,175 West Mark Street,Winona,MN,55987-5838,Winona County,44.04585,-91.644838,"Winona, MN",,,,,,,,
William Mitchell College of Law,875 Summit Ave,Saint Paul,MN,55105-3076,Ramsey County,44.942092,-93.137709,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Century College,3300 Century Ave N,White Bear Lake,MN,55110,Washington County,45.041816,-92.982109,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,39096-7500,Claiborne County,31.877216,-91.142854,"Vicksburg, MS",,,,,,,,
Belhaven University,1500 Peachtree St,Jackson,MS,39202,Hinds County,32.318415,-90.169228,"Jackson, MS",,,,,,,,
Blue Mountain College,201 W Main St,Blue Mountain,MS,38610-9509,Tippah County,34.67209,-89.02924,N,,,,,,,,
Chris Beauty College,1265 Pass Rd,Gulfport,MS,39501,Harrison County,30.383561,-89.077063,"Gulfport-Biloxi-Pascagoula, MS",,,,,,,,
Coahoma Community College,3240 Friars Point Rd,Clarksdale,MS,38614,Coahoma County,34.255626,-90.570304,"Clarksdale, MS",,,,,,,,
Antonelli College-Jackson,2323 Lakeland Drive,Jackson,MS,39232,Rankin County,32.328918,-90.12297,"Jackson, MS",,,,,,,,
Copiah-Lincoln Community College,1001 Co-Lin Lane,Wesson,MS,39191,Copiah County,31.69006,-90.399133,"Jackson, MS",,,,,,,,
Creations College of Cosmetology,2419 W Main St,Tupelo,MS,38801-2635,Lee County,34.256135,-88.742114,"Tupelo, MS",,,,,,,,
Delta Beauty College,697 Delta Plaza,Greenville,MS,38701,Washington County,33.37377,-91.04523,"Greenville, MS",,,,,,,,
Delta State University,1003 W Sunflower Road,Cleveland,MS,38733,Bolivar County,33.747586,-90.73544,"Cleveland, MS",,,,,,,,
East Central Community College,15738 Highway 15,Decatur,MS,39327-0129,Newton County,32.444493,-89.108475,N,,,,,,,,
East Mississippi Community College,1512 Kemper Street,Scooba,MS,39358-0158,Kemper County,32.830246,-88.483516,"Meridian, MS",,,,,,,,
Fosters Cosmetology College,1813 Hwy 15 N,Ripley,MS,38663-0066,Tippah County,34.759421,-88.939805,N,,,,,,,,
Academy of Hair Design-Grenada,1301 Sunset Dr #JK,Grenada,MS,38901,Grenada County,33.775555,-89.823781,"Grenada, MS",,,,,,,,
Hinds Community College,608 Hinds Boulevard,Raymond,MS,39154,Hinds County,32.258205,-90.412527,"Jackson, MS",,,,,,,,
Holmes Community College,#1 Hill St,Goodman,MS,39079,Holmes County,32.969985,-89.915803,N,,,,,,,,
Itawamba Community College,602 W Hill Street,Fulton,MS,38843-1099,Itawamba County,34.276275,-88.412927,"Tupelo, MS",,,,,,,,
Jackson State University,1400 J R Lynch Street,Jackson,MS,39217,Hinds County,32.296781,-90.20663,"Jackson, MS",,,,,,,,
Jones County Junior College,900 South Court Street,Ellisville,MS,39437,Jones County,31.597162,-89.199694,"Laurel, MS",,,,,,,,
Meridian Community College,910 Hwy 19 N,Meridian,MS,39307-5801,Lauderdale County,32.368097,-88.733604,"Meridian, MS",,,,,,,,
Millsaps College,1701 N State St,Jackson,MS,39210-0001,Hinds County,32.3231,-90.178084,"Jackson, MS",,,,,,,,
Board of Trustees-Mississippi State Institutions of Higher Learning,3825 Ridgewood Rd,Jackson,MS,39211,Hinds County,32.338859,-90.144689,"Jackson, MS",,,,,,,,
Mississippi Delta Community College,Hwy 3 and Cherry St,Moorhead,MS,38761,Sunflower County,33.444906,-90.502053,"Indianola, MS",,,,,,,,
University of Mississippi,"Oxford, Mississippi",University,MS,38677-1848,Lafayette County,34.362144,-89.539377,"Oxford, MS",,,,,,,,
Mississippi University for Women,1100 College Street,Columbus,MS,39701,Lowndes County,33.493305,-88.418601,"Columbus, MS",,,,,,,,
Mississippi Valley State University,14000 Highway 82 West,Itta Bena,MS,38941-1400,Leflore County,33.514142,-90.341274,"Greenwood, MS",,,,,,,,
Mississippi College,200 South Capitol Street,Clinton,MS,39058,Hinds County,32.334565,-90.330452,"Jackson, MS",,,,,,,,
Mississippi College of Beauty Culture,732 Sawmill Rd,Laurel,MS,39440,Jones County,31.693843,-89.134632,"Laurel, MS",,,,,,,,
Mississippi Gulf Coast Community College,51 Main Street,Perkinston,MS,39573,Stone County,30.779349,-89.144339,N,,,,,,,,
Mississippi State University,Lee Boulevard,Mississippi State,MS,39762,Oktibbeha County,33.454809,-88.788979,"Starkville, MS",,,,,,,,
Northeast Mississippi Community College,101 Cunningham Blvd,Booneville,MS,38829,Prentiss County,34.667833,-88.562983,N,,,,,,,,
Northwest Mississippi Community College,4975 Hwy 51 N,Senatobia,MS,38668-1714,Tate County,34.622721,-89.971428,"Memphis, TN-MS-AR",,,,,,,,
Pearl River Community College,101 Hwy 11 N,Poplarville,MS,39470,Pearl River County,30.846809,-89.546,"Picayune, MS",,,,,,,,
Rust College,150 Rust Ave,Holly Springs,MS,38635,Marshall County,34.776862,-89.446999,"Memphis, TN-MS-AR",,,,,,,,
Southeastern Baptist College,4229 Hwy 15 N,Laurel,MS,39440-9989,Jones County,31.748512,-89.149373,"Laurel, MS",,,,,,,,
Southwest Mississippi Community College,1156 College Dr,Summit,MS,39666-0000,Pike County,31.29622,-90.442844,"McComb, MS",,,,,,,,
University of Southern Mississippi,118 College Drive # 0001,Hattiesburg,MS,39406-0001,Forrest County,31.327499,-89.33791,"Hattiesburg, MS",,,,,,,,
Magnolia College of Cosmetology,4725 I55 N,Jackson,MS,39206,Hinds County,32.359614,-90.151826,"Jackson, MS",,,,,,,,
Tougaloo College,500 W County Line Rd,Tougaloo,MS,39174,Madison County,32.402719,-90.159405,"Jackson, MS",,,,,,,,
Wesley Biblical Seminary,787 E. Northside Drive,Jackson,MS,39206,Hinds County,32.355011,-90.159447,"Jackson, MS",,,,,,,,
William Carey University,498 Tuscan Ave,Hattiesburg,MS,39401-5499,Forrest County,31.305264,-89.291815,"Hattiesburg, MS",,,,,,,,
Aquinas Institute of Theology,23 S. Spring Ave.,Saint Louis,MO,63108-3323,St. Louis city,38.635008,-90.237365,"St. Louis, MO-IL",,,,,,,,
Assemblies of God Theological Seminary,1435 N Glenstone Ave,Springfield,MO,65802-2131,Greene County,37.224401,-93.26151,"Springfield, MO",,,,,,,,
Avila University,11901 Wornall Rd,Kansas City,MO,64145-1698,Jackson County,38.912159,-94.591387,"Kansas City, MO-KS",,,,,,,,
ITT Technical Institute-Earth City,3640 Corporate Trail Drive,Earth City,MO,63045,St. Louis County,38.757955,-90.461159,"St. Louis, MO-IL",,,,,,,,
Baptist Bible College,628 E Kearney,Springfield,MO,65803-3498,Greene County,37.239731,-93.285385,"Springfield, MO",,,,,,,,
House of Heavilin Beauty College-Blue Springs,2000 SW State Route 7,Blue Springs,MO,64014,Jackson County,38.999893,-94.273804,"Kansas City, MO-KS",,,,,,,,
Cox College,1423 N Jefferson,Springfield,MO,65802,Greene County,37.225116,-93.290233,"Springfield, MO",,,,,,,,
Calvary Bible College and Theological Seminary,15800 Calvary Road,Kansas City,MO,64147-1341,Cass County,38.838169,-94.546238,"Kansas City, MO-KS",,,,,,,,
Cape Girardeau Career and Technology Center,1080 S. Silver Springs Rd.,Cape Girardeau,MO,63703-7511,Cape Girardeau County,37.274138,-89.56525,"Cape Girardeau, MO-IL",,,,,,,,
Central Christian College of the Bible,911 E Urbandale Dr,Moberly,MO,65270-1997,Randolph County,39.395963,-92.427259,"Moberly, MO",,,,,,,,
Central Methodist University-College of Liberal Arts and Sciences,411 Central Methodist Square,Fayette,MO,65248-1198,Howard County,39.150534,-92.685276,N,,,,,,,,
University of Central Missouri,202 Administration Building,Warrensburg,MO,64093,Johnson County,38.755882,-93.737445,"Warrensburg, MO",,,,,,,,
Grand River Technical School,1200 Fair St,Chillicothe,MO,64601,Livingston County,39.798864,-93.559669,N,,,,,,,,
Chillicothe Beauty Academy Inc,505 Elm,Chillicothe,MO,64601,Livingston County,39.792786,-93.551131,N,,,,,,,,
Cleveland University-Kansas City,10850 Lowell Avenue,Overland Park,KS,66210,Johnson County,38.932019,-94.679076,"Kansas City, MO-KS",,,,,,,,
Columbia Area Career Center,4203 S Providence Rd,Columbia,MO,65203-7199,Boone County,38.903705,-92.33669,"Columbia, MO",,,,,,,,
Columbia College,1001 Rogers Street,Columbia,MO,65216,Boone County,38.957899,-92.326544,"Columbia, MO",,,,,,,,
Conception Seminary College,37174 State Hwy V V,Conception,MO,64433-0502,Nodaway County,40.24044,-94.682831,"Maryville, MO",,,,,,,,
Concordia Seminary,801 Seminary Place,Saint Louis,MO,63105-3196,St. Louis County,38.63816,-90.312041,"St. Louis, MO-IL",,,,,,,,
Cottey College,1000 W Austin,Nevada,MO,64772,Vernon County,37.836127,-94.371311,N,,,,,,,,
Covenant Theological Seminary,12330 Conway Road,Saint Louis,MO,63141-8609,St. Louis County,38.643066,-90.451323,"St. Louis, MO-IL",,,,,,,,
Crowder College,601 Laclede Ave,Neosho,MO,64850,Newton County,36.811709,-94.363218,"Joplin, MO",,,,,,,,
Culver-Stockton College,One College Hill,Canton,MO,63435-1299,Lewis County,40.130064,-91.526682,"Quincy, IL-MO",,,,,,,,
Drury University,900 N.Benton,Springfield,MO,65802-3791,Greene County,37.219757,-93.285773,"Springfield, MO",,,,,,,,
East Central College,1964 Prairie Dell Rd,Union,MO,63084,Franklin County,38.430296,-90.975535,"St. Louis, MO-IL",,,,,,,,
Eden Theological Seminary,475 E Lockwood Ave,Webster Groves,MO,63119-3192,St. Louis County,38.592307,-90.345605,"St. Louis, MO-IL",,,,,,,,
Elaine Steven Beauty College,10420 W Florissant,Saint Louis,MO,63136-5618,St. Louis County,38.761399,-90.278574,"St. Louis, MO-IL",,,,,,,,
Pinnacle Career Institute-South Kansas City,"1001 E. 101st Terrace, Suite 325",Kansas City,MO,64131-3367,Jackson County,38.942064,-94.579691,"Kansas City, MO-KS",,,,,,,,
Evangel University,1111 N Glenstone,Springfield,MO,65802-2125,Greene County,37.220956,-93.262614,"Springfield, MO",,,,,,,,
Fontbonne University,6800 Wydown Blvd,Saint Louis,MO,63105-3098,St. Louis County,38.642697,-90.315712,"St. Louis, MO-IL",,,,,,,,
Forest Institute of Professional Psychology,2885 W Battlefield Rd,Springfield,MO,65807,Greene County,37.189914,-93.2937,"Springfield, MO",,,,,,,,
Four Rivers Career Center,1978 Image Drive,Washington,MO,63090-4235,Franklin County,38.547707,-91.020914,"St. Louis, MO-IL",,,,,,,,
Ozarks Technical Community College,1001 E. Chestnut Expressway,Springfield,MO,65802,Greene County,37.216479,-93.279985,"Springfield, MO",,,,,,,,
Hannibal-LaGrange University,2800 Palmyra Rd,Hannibal,MO,63401,Marion County,39.730785,-91.391423,"Hannibal, MO",,,,,,,,
Harris-Stowe State University,3026 Laclede Ave,Saint Louis,MO,63103-2136,St. Louis city,38.631744,-90.224288,"St. Louis, MO-IL",,,,,,,,
Hickey College,2700 N. Lindbergh Blvd.,Saint Louis,MO,63114,St. Louis County,38.709193,-90.408635,"St. Louis, MO-IL",,,,,,,,
House of Heavilin Beauty College-Kansas City,5720 Troost,Kansas City,MO,64110-2826,Jackson County,39.023092,-94.574045,"Kansas City, MO-KS",,,,,,,,
Independence College of Cosmetology,815 W 23rd St,Independence,MO,64055,Jackson County,39.079522,-94.425816,"Kansas City, MO-KS",,,,,,,,
Jefferson College,1000 Viking Drive,Hillsboro,MO,63050-2440,Jefferson County,38.259889,-90.558954,"St. Louis, MO-IL",,,,,,,,
Paul Mitchell the School-Missouri Columbia,1611 Burlington Street Suite A,Columbia,MO,65202,Boone County,38.969222,-92.310417,"Columbia, MO",,,,,,,,
Barnes-Jewish College Goldfarb School of Nursing,4483 Duncan Avenue,Saint Louis,MO,63110,St. Louis city,38.636881,-90.260648,"St. Louis, MO-IL",,,,,,,,
Kansas City Art Institute,4415 Warwick Blvd,Kansas City,MO,64111-1874,Jackson County,39.046353,-94.583594,"Kansas City, MO-KS",,,,,,,,
Kenrick Glennon Seminary,5200 Glennon Dr,Saint Louis,MO,63119-4399,St. Louis County,38.584608,-90.324024,"St. Louis, MO-IL",,,,,,,,
A T Still University of Health Sciences,800 W Jefferson,Kirksville,MO,63501,Adair County,40.193648,-92.589183,"Kirksville, MO",,,,,,,,
Lake Career and Technical Center,269 Dare Blvd.,Camdenton,MO,65020,Camden County,38.006275,-92.733697,N,,,,,,,,
Lex La-Ray Technical Center,2323 High School Dr,Lexington,MO,64067-1525,Lafayette County,39.174204,-93.86742,"Kansas City, MO-KS",,,,,,,,
Lincoln University,820 Chestnut Street,Jefferson City,MO,65101,Cole County,38.564409,-92.168509,"Jefferson City, MO",,,,,,,,
Lindenwood University,209 S Kingshighway,Saint Charles,MO,63301-1695,St. Charles County,38.788203,-90.502825,"St. Louis, MO-IL",,,,,,,,
State Technical College of Missouri,One Technology Drive,Linn,MO,65051-9607,Osage County,38.468301,-91.811298,"Jefferson City, MO",,,,,,,,
Logan University,1851 Schoettler Rd,Chesterfield,MO,63017,St. Louis County,38.63133,-90.542333,"St. Louis, MO-IL",,,,,,,,
